ID,name,store_uscore,full_price,developers,publishers,categories,genres,tags,meta_score,meta_uscore,igdb_score,igdb_uscore
89,Fortune Summoners,86,1999,Lizsoft,Carpe Fulgur LLC,Single-player,"Action,Indie,RPG","Anime,RPG,Indie,Action,JRPG,Female Protagonist,Side Scroller,Platformer,2D,Difficult,Cute,Metroidvania,Action RPG,Great Soundtrack,Singleplayer",60,76,,80
90,Containment: The Zombie Puzzler,81,499,Bootsnake Games,Bootsnake Games,"Single-player,Steam Achievements,Steam Leaderboards","Casual,Indie","Casual,Indie,Puzzle,Zombies,Singleplayer",,62,,80
91,Warlock - Master of the Arcane,86,2499,Ino-Co Plus,Paradox Interactive,"Single-player,Multi-player,Steam Trading Cards",Strategy,"Strategy,Turn-Based Strategy,Fantasy,Turn-Based,4X,Magic,Multiplayer,Hex Grid,Singleplayer,RPG",71,79,73,56
92,Sonic the Hedgehog 4 - Episode II,76,999,SEGA,SEGA,"Single-player,Partial Controller Support",Adventure,"Adventure,Platformer,Co-op,Action,2D,Local Co-Op,Great Soundtrack,Local Multiplayer,Online Co-Op,Fast-Paced,Colorful,Singleplayer,2.5D,Family Friendly,Multiplayer",54,67,53,36
93,F1 RACE STARSâ„¢,78,1499,Codemasters Birmingham,Codemasters,"Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Cloud,Remote Play Together",Racing,"Racing,Arcade,Split Screen,3D Vision,Multiplayer,Local Co-Op,Local Multiplayer,Controller,Difficult",62,56,70,59
94,Binary Domain,85,1499,Devil's Details,SEGA,"Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards,Remote Play on TV",Action,"Action,Third-Person Shooter,Sci-fi,Cyberpunk,Robots,Shooter,Story Rich,Third Person,Transhumanism,Singleplayer,Futuristic,Adventure,Co-op,Multiplayer,Dystopian ,Controller,Atmospheric,RPG",68,77,72,79
95,Crusader Kings II,90,,Paradox Development Studio,Paradox Interactive,"Single-player,Multi-player,Steam Trading Cards","Free to Play,RPG,Simulation,Strategy","Grand Strategy,Strategy,Medieval,Historical,Simulation,Sandbox,RPG,Multiplayer,Politics,Replay Value,Singleplayer,Diplomacy,Real-Time with Pause,Moddable,Political,Character Customization,Great Soundtrack,RTS,Education,Co-op",82,87,84,81
96,The Dark Eye: Chains of Satinav,86,1999,Daedalic Entertainment,Daedalic Entertainment,"Single-player,Steam Achievements,Steam Trading Cards","Adventure,Indie","Adventure,Point & Click,Fantasy,Singleplayer,Indie,Puzzle,Story Rich,Dark Fantasy,Atmospheric,Great Soundtrack",75,76,,77
97,Superbrothers: Sword & Sworcery EP,78,799,"Capybara,Superbrothers,Jim Guthrie",Capybara Games,"Single-player,Steam Achievements,Steam Cloud","Adventure,Indie","Adventure,Indie,Pixel Graphics,Great Soundtrack,Point & Click,Atmospheric,Female Protagonist,Singleplayer,Fantasy,Puzzle,Relaxing,Casual,2D,Touch-Friendly,Exploration,Story Rich,Retro,Music",83,65,,77
98,Max Payne 3,84,1999,Rockstar Studios,Rockstar Games,"Single-player,Multi-player,Steam Achievements,Partial Controller Support",Action,"Action,Third-Person Shooter,Bullet Time,Multiplayer,Story Rich,Cinematic,Third Person,Noir,Shooter,Singleplayer,Great Soundtrack,Atmospheric,Violent,Adventure,Nudity,Linear,Dark,3D Vision,Open World,Co-op",87,77,89,82
99,LEGOÂ® Harry Potter: Years 5-7,86,1999,Traveller's Tales,Warner Bros. Interactive Entertainment,"Single-player,Multi-player,Shared/Split Screen,Full controller support,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together",Adventure,"LEGO,Adventure,Family Friendly,Action,Magic,Local Co-Op,Fantasy,Co-op,Split Screen,Comedy,Funny,Open World,Singleplayer,Controller",80,82,76,77
100,Waveform,84,199,Eden Industries,Eden Industries,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards","Adventure,Indie,Strategy","Indie,Puzzle,Great Soundtrack,Strategy,Casual,Singleplayer,Arcade,Action,Difficult,Adventure,Space,Shoot 'Em Up,2D,Sci-fi,Anime,Atmospheric",81,73,,80
101,Snapshot,72,999,Retro Affect,Retro Affect,Single-player,"Adventure,Casual,Indie","Indie,Adventure,Casual,Platformer,Puzzle,Puzzle-Platformer,Singleplayer,2D,Physics",74,72,,70
102,Awesomenauts - the 2D moba,85,,Ronimo Games,Ronimo Games,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Steam Leaderboards,Includes level editor,Remote Play on TV,Remote Play Together","Action,Free to Play,Indie,Strategy","MOBA,Multiplayer,Platformer,2D,Action,Indie,Local Co-Op,Co-op,Great Soundtrack,Strategy,Controller,Free to Play,Sci-fi,Local Multiplayer,Online Co-Op,Space,Competitive,Side Scroller,Cartoon,Funny",78,79,,
103,Serious Sam 2,89,999,Croteam,Devolver Digital,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Partial Controller Support,Includes level editor,Remote Play Together","Action,Indie","Action,FPS,Co-op,Comedy,Multiplayer,First-Person,Shooter,Gore,Funny,Adventure,Singleplayer,Indie,Classic,Sci-fi,Online Co-Op,Colorful,Open World,Great Soundtrack,Atmospheric,Difficult",74,70,78,75
104,Castle CrashersÂ®,96,1499,The Behemoth,The Behemoth,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together","Action,Adventure,Casual,Indie,RPG","Co-op,Action,Adventure,Multiplayer,Beat 'em up,Local Co-Op,Indie,Funny,Online Co-Op,Comedy,Hack and Slash,2D,RPG,Local Multiplayer,Casual,Controller,Great Soundtrack,Side Scroller,Fantasy,Action RPG",,77,79,78
105,Pineapple Smash Crew ,82,999,RichMakeGame,RichMakeGame,Single-player,"Action,Indie","Indie,Action,Twin Stick Shooter,Rogue-like",62,75,60,80
106,Pickers,83,999,MumboJumbo,MumboJumbo,Single-player,"Adventure,Casual","Casual,Adventure,Hidden Object,Point & Click",,,,70
107,Confrontation,27,999,Cyanide Studio,Focus Home Interactive,"Single-player,Multi-player,Steam Achievements,Steam Cloud","Action,RPG,Strategy","RPG,Strategy,Action,Fantasy",51,51,50,40
108,Rotastic,86,999,Dancing Dots,Focus Home Interactive,"Single-player,Multi-player,Full controller support,Remote Play on TV","Action,Casual","Casual,Action",,,,70
109,Deep Black: Reloaded,27,2999,Biart,Strategy First,"Single-player,Multi-player,Steam Achievements,Partial Controller Support",Action,"Action,Third-Person Shooter,Third Person,Underwater",39,38,,
110,Babel Rising,48,,Mando productions,Ubisoft,"Single-player,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Leaderboards","Action,Strategy","Action,Strategy,God Game",,30,53,50
111,Men of War: Condemned Heroes,67,799,1C-SoftClub,1C Entertainment,"Single-player,Multi-player,Steam Achievements,Steam Cloud,Includes level editor","Action,Strategy","Strategy,Action,World War II,RTS,War,Historical",57,64,60,50
112,Sins of a Solar Empire: RebellionÂ®,93,3999,"Ironclad Games,Stardock Entertainment",Stardock Entertainment,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Steam Achievements,Steam Trading Cards,Steam Cloud,Includes level editor","Indie,Strategy","Strategy,Space,RTS,Sci-fi,4X,Multiplayer,Moddable,War,Aliens,Singleplayer,Diplomacy,Exploration,Action,Real-Time,Co-op,Great Soundtrack,Simulation,Grand Strategy,Indie,Adventure",82,78,85,80
113,Crusader Kings Complete,62,999,Paradox Development Studio,Paradox Interactive,"Single-player,Multi-player",Strategy,"Strategy,Grand Strategy,Medieval,Historical",73,76,,50
114,Magical Drop V,52,99,Golgoth Studio,UTV Ignition Entertainment,"Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards,Remote Play Together","Casual,Indie","Puzzle,Indie,Casual,Anime,Arcade,Competitive,Singleplayer,Multiplayer,Local Co-Op,Co-op",,66,,50
115,BIT.TRIP CORE,58,999,Gaijin Games,Gaijin Games,"Single-player,Partial Controller Support","Action,Indie","Indie,Action,Rhythm,Music",,,,
116,BIT.TRIP VOID,76,999,Gaijin Games,Gaijin Games,"Single-player,Full controller support,Steam Cloud","Action,Indie","Indie,Action,Music,Rhythm",,,,
117,Dishonored,97,999,Arkane Studios,Bethesda Softworks,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play on TV","Action,Adventure","Stealth,First-Person,Action,Steampunk,Assassin,Singleplayer,Atmospheric,Story Rich,Adventure,Multiple Endings,Dark,Magic,Dystopian ,FPS,RPG,Replay Value,Fantasy,Open World,Shooter,Sci-fi",91,84,90,85
118,Rocksmithâ„¢,91,2999,Ubisoft - San Francisco,Ubisoft,"Single-player,Multi-player,Shared/Split Screen,In-App Purchases","Casual,Simulation","Music,Simulation,Education,Casual,Rhythm,Singleplayer",78,81,81,75
119,Hell Yeah! Wrath of the Dead Rabbit,86,1499,Arkedo,SEGA,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards",Action,"Platformer,Action,2D,Comedy,Singleplayer,Funny,Metroidvania,Adventure,Gore,Great Soundtrack,Side Scroller,Indie,Controller,Violent",64,73,74,67
120,Gratuitous Tank Battles,52,999,Positech Games,Positech Games,"Single-player,Steam Achievements,Steam Cloud","Indie,Simulation,Strategy","Strategy,Indie,Simulation,Tower Defense,Tanks",69,67,,50
121,Foreign Legion: Multi Massacre,63,499,Sakari Games,Sakari Games,"Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Cloud","Action,Casual,Indie","Action,Casual,Indie,Multiplayer,Third-Person Shooter,Shooter,Zombies,Gore",,56,,50
122,Port Royale 3,71,1499,Gaming Minds Studios,Kalypso Media Digital,"Single-player,Multi-player,Steam Achievements,Full controller support,Steam Trading Cards","Action,Simulation,Strategy","Strategy,Simulation,Trading,Pirates,Economy,Management,Naval,Action,Historical,Open World,Sailing,Adventure,Singleplayer",,,,
123,The Testament of Sherlock Holmes,82,1999,Frogwares,Frogwares,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",Adventure,"Adventure,Detective,Point & Click,Puzzle,Mystery,Singleplayer,Based On A Novel,Story Rich,First-Person,Atmospheric",73,78,76,78
124,1000 Amps,79,499,Brandon Brizzi,Brandon Brizzi,Single-player,"Adventure,Indie","Indie,Platformer,Puzzle,Adventure,Metroidvania,Singleplayer,2D",,74,72,80
125,EverQuest,76,,Darkpaw Games,Daybreak Game Company,"Multi-player,MMO","Free to Play,Massively Multiplayer,RPG","Free to Play,RPG,Massively Multiplayer,MMORPG,Fantasy,Classic,Adventure,Multiplayer,Sandbox,Action",85,78,84,87
126,Insanely Twisted Shadow Planet,86,1499,Shadow Planet Productions,Xbox Game Studios,"Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Leaderboards,Remote Play on TV,Remote Play Together","Action,Adventure,Indie","Metroidvania,Adventure,Indie,Action,2D,Exploration,Sci-fi,Singleplayer,Local Co-Op,Puzzle,Controller,Psychedelic,Co-op,Atmospheric",76,72,76,70
127,Jagged Alliance: Crossfire,60,1499,Coreplay GmbH,THQ Nordic,"Single-player,Steam Achievements,Stats","RPG,Simulation,Strategy","Strategy,RPG,Simulation,Tactical",63,43,60,50
128,Luxor Evolved,91,999,MumboJumbo,MumboJumbo,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards","Action,Indie,Casual","Casual,Action,Indie,Match 3,Arcade",,84,,70
129,Yesterday,83,999,Pendulo Studios,Focus Home Interactive,Single-player,Adventure,"Adventure,Point & Click,Mystery,Puzzle,Singleplayer",65,68,68,60
130,Auditorium,82,699,Cipher Prime Studios,Cipher Prime Studios,Single-player,"Indie,Casual","Indie,Casual,Music,Puzzle,Great Soundtrack",,76,,80
131,Tiny and Big: Grandpa's Leftovers,92,999,Black Pants Studio,Black Pants Studio,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards",Indie,"Indie,Physics,Platformer,Puzzle,Adventure,3D Platformer,Great Soundtrack,Third Person,Action,Comedy,Funny,Singleplayer,Short,Atmospheric",75,73,79,59
132,Jet Set Radio,86,799,Blit Software,SEGA,"Single-player,Full controller support,Remote Play on TV",Action,"Great Soundtrack,Classic,Action,Platformer,3D Platformer,Singleplayer,Colorful,Arcade,Stylized,Third Person,Music,Controller,Atmospheric,Sports,Parkour,Cult Classic,Retro,Open World,Anime,Female Protagonist",,69,80,76
133,Avernum 4,84,499,Spiderweb Software,Spiderweb Software,Single-player,"RPG,Indie","RPG,Indie,Isometric,Turn-Based,Fantasy,CRPG",,84,,70
134,Avernum 5,84,499,Spiderweb Software,Spiderweb Software,Single-player,"RPG,Indie","RPG,Indie,Isometric,Turn-Based,Fantasy,CRPG",,83,,50
135,Avernum 6,94,499,Spiderweb Software,Spiderweb Software,Single-player,"RPG,Indie","RPG,Indie,Isometric,Party-Based RPG,CRPG,Turn-Based,Turn-Based Combat,Fantasy",,82,,70
136,Gotham City Impostors Free to Play,84,,"Monolith Productions, Inc.",Warner Bros. Interactive Entertainment,"Multi-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards","Action,Free to Play","Free to Play,Action,Multiplayer,Batman,FPS,Shooter,Superhero,Funny,First-Person,Character Customization,Comic Book,Comedy,Massively Multiplayer,Online Co-Op,Co-op,Fighting,Open World,Gore,Adventure,Sandbox",,,,
137,Clan of Champions,62,199,ACQUIRE Corp.,"NIS America, Inc.","Single-player,Multi-player,Co-op",Action,Action,42,44,47,80
138,Cladun X2,70,999,System Prisma,"NIS America, Inc.",Single-player,"Action,Indie,RPG","RPG,Action,Indie,JRPG,Retro,Singleplayer,Action RPG,Pixel Graphics,Dungeon Crawler,Anime,Rogue-like,Character Customization",,53,,80
139,Tales From Space: Mutant Blobs Attack,91,999,DrinkBox Studios,DrinkBox Studios,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on TV","Action,Indie","Indie,Action,Platformer,2D,Side Scroller,Sci-fi,Singleplayer,Funny,Casual",83,78,83,81
140,Crazy Machines Elements,75,999,Fakt Software,Viva Media,Single-player,"Casual,Strategy","Casual,Strategy,Puzzle",,62,65,70
141,To the Moon,97,999,Freebird Games,Freebird Games,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Indie,RPG","Story Rich,Indie,Great Soundtrack,Adventure,RPGMaker,Interactive Fiction,Singleplayer,Pixel Graphics,RPG,Short,Romance,Funny,2D,Psychological,Retro,Linear,Casual,Cute,Female Protagonist,Walking Simulator",81,89,83,82
142,Dungeons & Dragons OnlineÂ®,71,,"Standing Stone Games, LLC","Standing Stone Games, LLC","Multi-player,MMO","Action,Adventure,Free to Play,Massively Multiplayer,RPG","Free to Play,RPG,Massively Multiplayer,MMORPG,Fantasy,Action,Adventure,Dragons,Multiplayer,Open World,Magic,Third Person,Co-op,Character Customization,Dungeon Crawler,Puzzle,Dungeons & Dragons,Sandbox,FPS,Online Co-Op",,,83,69
143,3SwitcheD,40,999,Reality Pump,Topware Interactive,"Single-player,Steam Trading Cards,Steam Cloud","Casual,Indie","Casual,Indie,Match 3,Puzzle,Singleplayer",,53,,40
144,iBomber Defense Pacific,84,499,Cobra Mobile,Cobra Mobile,Single-player,"Casual,Indie,Strategy","Tower Defense,Strategy,Casual,Indie,World War II,2D",,55,,80
145,Painkiller: Recurring Evil,48,999,Med-Art,THQ Nordic,,Action,"Action,FPS,Horror",38,37,,
146,Bang Bang Racing,80,999,Digital Reality Software & Playbox,HandyGames,"Single-player,Multi-player,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards",Racing,"Racing,Arcade,Local Multiplayer,Split Screen,Top-Down",,66,,80
147,Sine Mora,82,,Digital Reality,HandyGames,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards,Remote Play on TV","Action,Indie","Shoot 'Em Up,Indie,Bullet Hell,Action,Arcade,Side Scroller,Shooter,Singleplayer,2D,Difficult,Controller,Steampunk",77,73,85,84
148,Stellar Impact,38,999,Tindalos Interactive,,"Multi-player,Steam Trading Cards","Action,Indie,Strategy","Strategy,Indie,Action,MOBA,Space,Multiplayer",74,71,,40
149,Legend of Grimrock,94,1499,Almost Human Games,Almost Human Games,"Single-player,Steam Achievements,Steam Workshop,Includes level editor","Adventure,Indie,RPG","Dungeon Crawler,RPG,Indie,Grid-Based Movement,Fantasy,Adventure,Singleplayer,Party-Based RPG,Puzzle,Real-Time,First-Person,Moddable,Atmospheric,Retro,Difficult,Character Customization,Action,Tactical,Replay Value,Level Editor",82,81,75,79
150,Fireburst,51,999,exDream,Strategy First,"Single-player,Multi-player","Action,Adventure,Racing","Racing,Action,Adventure,Local Multiplayer",59,44,20,50
151,Cubemen,71,399,3 Sprockets,3 Sprockets ,"Single-player,Multi-player,Cross-Platform Multiplayer,Steam Achievements,Steam Cloud,Steam Leaderboards","Indie,Strategy","Strategy,Indie,Tower Defense,Multiplayer,Singleplayer,Touch-Friendly",74,63,,60
152,Ys: The Oath in Felghana,94,1499,Nihon Falcom,XSEED Games,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards","Action,Adventure,RPG","Great Soundtrack,Action,RPG,JRPG,Difficult,Action RPG,Adventure,Anime,Singleplayer,Fantasy,Dungeon Crawler,Top-Down,Hack and Slash,Remake,Classic",73,78,83,79
153,Ys Origin,95,1999,Nihon Falcom,XSEED Games,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards","Action,Adventure,RPG","RPG,Great Soundtrack,Action,JRPG,Action RPG,Adventure,Anime,Difficult,Dungeon Crawler,Fantasy,Hack and Slash,Singleplayer,Female Protagonist,Remake,3D Vision,Story Rich",76,83,80,80
154,eXceed - Gun Bullet Children,48,299,Flat Software,Nyu Media,"Single-player,Steam Trading Cards","Action,Indie","Bullet Hell,Anime,Shoot 'Em Up,Action,Indie,2D,Shooter,Female Protagonist,Arcade,Cute",,51,,50
155,eXceed 2nd - Vampire REX,87,599,Tennen-sozai,Nyu Media,"Single-player,Steam Trading Cards",Action,"Bullet Hell,Anime,Shoot 'Em Up,Action,Female Protagonist,Indie,Great Soundtrack,Cute,Arcade,2D",,71,,80
156,eXceed 3rd - Jade Penetrate Black Package,92,599,Tennen-sozai,Nyu Media,"Single-player,Steam Trading Cards",Action,"Bullet Hell,Anime,Shoot 'Em Up,Action,Great Soundtrack,Arcade,Indie,Female Protagonist,Singleplayer,2D,Cute",,66,,80
157,Wizorb,70,299,Tribute Games Inc.,Tribute Games Inc.,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Adventure,Indie","Indie,Arcade,Pixel Graphics,Action,Adventure,Retro,2D,Singleplayer,Fantasy,Casual,Puzzle",81,58,75,60
